"hash","number","mined_at","tips","base_fee_sum","contract_creation_sum","eth_transfer_sum","gas_used","base_fee_per_gas","eth_price","base_fee_sum_256"
"0xa511e8b14cda240a10d556032aea1eb320a1f9d70e0c6ec90928a215e56d8502",12965242,"2021-08-05 15:28:24+02",38122596543916016,145915573379330496,0.0,11444563865070000,2677452,54497923167,2610.777225932,145915573379330484
"0xe5b658289c72ec8a6056425e4c794bc61932c9042315071c783c733d41c39f79",12965243,"2021-08-05 15:28:30+02",99119403728060432,1114374903212963330,0.0,19538589003255000,22756791,48968894745,2610.777225932,1114374903212963295
"0xbb0af085083c8f730cda6059a3ba0446ea48610d31bcedc6c692b63bf927019d",12965244,"2021-08-05 15:28:35+02",61335034971340792,261691464490857280,0.0,22116111073560000,4969699,52657407318,2610.777225932,261691464490857282
"0x424d732029e8b0f53a02d4583c49f872aa5cebcacad312d958ad5c6f1d5255b2",12965245,"2021-08-05 15:28:41+02",547264591984791420,1373638978565719810,0.0,53843158923078000,28394697,48376602806,2610.777225932,1373638978565719782
"0x936b882bdd3e26935661cba318f7a32f1f4f40e4b6a0a160c15e55d817c6b8e9",12965246,"2021-08-05 15:29:45+02",20446440641805952,546144357818595330,0.0,52571085838026000,10035468,54421413911,2607.208301172,546144357818595348
"0xad259184b90cb95da43841d5ce28ff0c1bd02040f89d4834c7b3be3ade589330",12965247,"2021-08-05 15:29:52+02",1112696592751816580,1489029353415129090,0.0,292879806410270140,28399766,52431043038,2607.208301172,1489029353415129108
"0xb39d1f8970d807dd4dd00ab3b5b0a0752f6ab5de595d68d3a277118fa769ca39",12965248,"2021-08-05 15:30:32+02",979943971625141890,1328248118869552380,0.0,161028563726940224,22518473,58984821878,2608.791730983,1328248118869552294
"0x4092a0d217c7b993b80261fad027cc87aea3355a12f4724d0678c0ac24635247",12965249,"2021-08-05 15:31:07+02",59954980052411416,148977648320982208,0.0,6648125229480000,2352942,63315478376,2612.359965864,148977648320982192
"0x482a3c1cc52025fdd14e4aa20e5eebbee648149989b46d2db98aff4ce29c6c2c",12965250,"2021-08-05 15:31:17+02",115307161650490768,1020489283520862340,0.0,115528520487512704,17993277,56715032149,2612.359965864,1020489283520862273
"0xb7e1f8cb40a92464899f810d3e853b60657a7c5bff8766ac8766c90df9091c7d",12965251,"2021-08-05 15:31:27+02",381111045717094210,1658028249305812480,0.0,167462148490224256,28277009,58635206054,2612.359965864,1658028249305812486
"0x2d9d4b42bc3956d98525dd64f699e964180cc65f98c09b8534e8f94578505598",12965252,"2021-08-05 15:31:49+02",103058227470114432,283173149176365312,0.0,8310743460432000,4293216,65958281432,2612.359965864,283173149176365312
"0x5399cd7e0dc3d8bd95147d9bf14cb35d72788e6414fb3d352d8b82a37b7939be",12965253,"2021-08-05 15:31:57+02",432595660175575870,1703470020124480000,0.0,48054303519474000,28288186,60218425463,2612.359965864,1703470020124480118
"0x4059c6aa1daaea8ddb9b62d44cebd71f646439008962eebf77e8a02a54d52e12",12965254,"2021-08-05 15:32:36+02",276827086490777152,1319141402118745860,0.0,470896845919900860,19472103,67745194349,2618.613705171,1319141402118745947
"0x5ecc00a0db6cb91bd2937c9276713171acb1947c40e48a53500cf79d0aae2fb2",12965255,"2021-08-05 15:32:56+02",1591386560818398,11299857672692976,0.0,0.0,159325,70923318203,2618.613705171,11299857672692975
"0xc965c89e0a9a58b5cb87d54ce1ff1f9eb400127b4e474ebe9711a190c2d150c1",12965256,"2021-08-05 15:32:57+02",165095105719590080,1675149216626331390,0.0,53517666817734000,26950044,62157568894,2618.613705171,1675149216626331336
"0xc989cc270728331de9e69e1194ce0907f784b0a1155bce0153df1ff8cee38f92",12965257,"2021-08-05 15:33:10+02",50457472558311328,107524739737201008,0.0,1452721986597000,1554337,69177237457,2615.314380656,107524739737201009
"0x17301743945eba7090ae5b1144a7ac615c2f940c491a8085a565a4871b56cb45",12965258,"2021-08-05 15:33:13+02",170146043474819360,1087835543337811200,0.0,15493038812496000,17694047,61480312748,2615.314380656,1087835543337811156
"0xd147fd7fa0a5163eb95ea5aacef4022b48d5a9c275901b644dce5e9ef9c7041a",12965259,"2021-08-05 15:33:22+02",242512890480270208,1015668101936742660,0.0,41273035725138000,16020143,63399440438,2615.314380656,1015668101936742634
